name,description,category,fraction,points,icon_url
Realm First! Zen Master Leatherworker,First person on the realm to achieve 600 skill in leatherworking.,Feats of Strength,,,https://icons.wowdb.com/retail/medium/trade_leatherworking.jpg?41793
Realm First! Zen Master Miner,First person on the realm to achieve 600 skill in mining.,Feats of Strength,,,https://icons.wowdb.com/retail/medium/trade_mining.jpg?41793
Realm First! Zen Master Skinner,First person on the realm to achieve 600 skill in skinning.,Feats of Strength,,,https://icons.wowdb.com/retail/medium/inv_misc_pelt_wolf_01.jpg?41793
Realm First! Zen Master Tailor,First person on the realm to achieve 600 skill in tailoring.,Feats of Strength,,,https://icons.wowdb.com/retail/medium/trade_tailoring.jpg?41793
Realm First! Zen Master Archaeologist,First person on the realm to achieve 600 skill in archaeology.,Feats of Strength,,,https://icons.wowdb.com/retail/medium/trade_archaeology.jpg?41793
Scenaturday,Complete all of the scenarios listed below on a Saturday.,Pandaria Scenarios,alliance,5,https://icons.wowdb.com/retail/medium/spell_mage_altertime.jpg?41793
Temple of Kotmogu Veteran,Complete 100 victories in Temple of Kotmogu.,Temple of Kotmogu,,10,https://icons.wowdb.com/retail/medium/achievement_battleground_templeofkotmogu.jpg?41793
Silvershard Mines Veteran,Complete 100 victories in Silvershard Mines.,Silvershard Mines,,10,https://icons.wowdb.com/retail/medium/achievement_battleground_silvershardmines.jpg?41793
Temple of the Jade Serpent Challenger,Complete the Temple of the Jade Serpent Challenge Mode.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_templeofthejadeserpent_hourglass.jpg?41793
Temple of the Jade Serpent: Bronze,Complete the Temple of the Jade Serpent Challenge Mode with a rating of Bronze or better.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_templeofthejadeserpent_bronze.jpg?41793
Temple of the Jade Serpent: Silver,Complete the Temple of the Jade Serpent Challenge Mode with a rating of Silver or better.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_templeofthejadeserpent_silver.jpg?41793
Temple of the Jade Serpent: Gold,Complete the Temple of the Jade Serpent Challenge Mode with a rating of Gold.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_templeofthejadeserpent_gold.jpg?41793
Stormstout Brewery Challenger,Complete the Stormstout Brewery Challenge Mode.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_stormstoutbrewery_hourglass.jpg?41793
Stormstout Brewery: Bronze,Complete the Stormstout Brewery Challenge Mode with a rating of Bronze or better.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_stormstoutbrewery_bronze.jpg?41793
Stormstout Brewery: Silver,Complete the Stormstout Brewery Challenge Mode with a rating of Silver or better.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_stormstoutbrewery_silver.jpg?41793
Stormstout Brewery: Gold,Complete the Stormstout Brewery Challenge Mode with a rating of Gold.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_stormstoutbrewery_gold.jpg?41793
Mogu'shan Palace Challenger,Complete the Mogu'shan Palace Challenge Mode.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_mogushanpalace_hourglass.jpg?41793
Shado-Pan Monastery Challenger,Complete the Shado-Pan Monastery Challenge Mode.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_shadopanmonastery_hourglass.jpg?41793
Gate of the Setting Sun Challenger,Complete the Gate of the Setting Sun Challenge Mode.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_gateofthesettingsun_hourglass.jpg?41793
Scarlet Halls Challenger,Complete the Scarlet Halls Challenge Mode.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_scarlethalls_hourglass.jpg?41793
Scarlet Monastery Challenger,Complete the Scarlet Monastery Challenge Mode.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_scarletmonastery_hourglass.jpg?41793
Scholomance Challenger,Complete the Scholomance Challenge Mode.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_scholomance_hourglass.jpg?41793
Siege of Niuzao Temple Challenger,Complete the Siege of Niuzao Temple Challenge Mode.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_seigeofniuzaotemple_hourglass.jpg?41793
Mogu'shan Palace: Bronze,Complete the Mogu'shan Palace Challenge Mode with a rating of Bronze or better.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_mogushanpalace_bronze.jpg?41793
Mogu'shan Palace: Silver,Complete the Mogu'shan Palace Challenge Mode with a rating of Silver or better.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_mogushanpalace_silver.jpg?41793
Mogu'shan Palace: Gold,Complete the Mogu'shan Palace Challenge Mode with a rating of Gold.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_mogushanpalace_gold.jpg?41793
Shado-Pan Monastery: Bronze,Complete the Shado-Pan Monastery Challenge Mode with a rating of Bronze or better.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_shadopanmonastery_bronze.jpg?41793
Shado-Pan Monastery: Silver,Complete the Shado-Pan Monastery Challenge Mode with a rating of Silver or better.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_shadopanmonastery_silver.jpg?41793
Shado-Pan Monastery: Gold,Complete the Shado-Pan Monastery Challenge Mode with a rating of Gold.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_shadopanmonastery_gold.jpg?41793
Gate of the Setting Sun: Bronze,Complete the Gate of the Setting Sun Challenge Mode with a rating of Bronze or better.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_gateofthesettingsun_bronze.jpg?41793
Gate of the Setting Sun: Silver,Complete the Gate of the Setting Sun Challenge Mode with a rating of Silver or better.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_gateofthesettingsun_silver.jpg?41793
Gate of the Setting Sun: Gold,Complete the Gate of the Setting Sun Challenge Mode with a rating of Gold.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_gateofthesettingsun_gold.jpg?41793
Scarlet Halls: Bronze,Complete the Scarlet Halls Challenge Mode with a rating of Bronze or better.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_scarlethalls_bronze.jpg?41793
Scarlet Halls: Silver,Complete the Scarlet Halls Challenge Mode with a rating of Silver or better.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_scarlethalls_silver.jpg?41793
Scarlet Halls: Gold,Complete the Scarlet Halls Challenge Mode with a rating of Gold.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_scarlethalls_gold.jpg?41793
Scarlet Monastery: Bronze,Complete the Scarlet Monastery Challenge Mode with a rating of Bronze or better.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_scarletmonastery_bronze.jpg?41793
Scarlet Monastery: Silver,Complete the Scarlet Monastery Challenge Mode with a rating of Silver or better.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_scarletmonastery_silver.jpg?41793
Scarlet Monastery: Gold,Complete the Scarlet Monastery Challenge Mode with a rating of Gold.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_scarletmonastery_gold.jpg?41793
Scholomance: Bronze,Complete the Scholomance Challenge Mode with a rating of Bronze or better.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_scholomance_bronze.jpg?41793
Scholomance: Silver,Complete the Scholomance Challenge Mode with a rating of Silver or better.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_scholomance_silver.jpg?41793
Scholomance: Gold,Complete the Scholomance Challenge Mode with a rating of Gold.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_scholomance_gold.jpg?41793
Siege of Niuzao Temple: Bronze,Complete the Siege of Niuzao Temple Challenge Mode with a rating of Bronze or better.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_seigeofniuzaotemple_bronze.jpg?41793
Siege of Niuzao Temple: Silver,Complete the Siege of Niuzao Temple Challenge Mode with a rating of Silver or better.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_seigeofniuzaotemple_silver.jpg?41793
Siege of Niuzao Temple: Gold,Complete the Siege of Niuzao Temple Challenge Mode with a rating of Gold.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_challengemode_seigeofniuzaotemple_gold.jpg?41793
Challenge Conqueror,Complete every Challenge Mode dungeon.,Dungeons,,,https://icons.wowdb.com/retail/medium/achievement_guildperk_honorablemention.jpg?41793
Challenge Conquerors - Guild Edition,Completed every Pandaria Challenge Mode dungeon while in a guild group.,Guild Feats of Strength,,,https://icons.wowdb.com/retail/medium/achievement_guildperk_honorablemention.jpg?41793
Timing is Everything,"Defeat two Kor'thik Reavers within 10 seconds of each other, and then defeat Grand Empress Shek'zeer in Heart of Fear on Normal or Heroic difficulty.",Pandaria Raid,,10,https://icons.wowdb.com/retail/medium/spell_holy_borrowedtime.jpg?41793
Brewmoon Festival,Defeat Warbringer Qobi in the Brewmoon Festival scenario.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/inv_drink_05.jpg?41793
"100,000 Valor Points","Earn 100,000 Valor Points.",Currencies,,,https://icons.wowdb.com/retail/medium/pvecurrency_valor.jpg?41793
Pandaria Dungeon Hero,Complete the heroic Pandaria dungeon achievements listed below.,Dungeons & Raids,,20,https://icons.wowdb.com/retail/medium/inv_helmet_181v4.jpg?41793
Tranquil Master,"Purge Pandaria of Sha corruption, defeating each known manifestation of negative emotion.",Dungeons & Raids,,10,https://icons.wowdb.com/retail/medium/spell_shadow_shadowembrace.jpg?41793
Glory of the Pandaria Hero,Complete the Pandaria Heroic dungeon achievements listed below.,Dungeons & Raids,,25,https://icons.wowdb.com/retail/medium/inv_helmet_mail_panda_b_01.jpg?41793
Burning Man,"Cause Brother Korloff to light six nearby training dummies on fire, and then defeat him, in Scarlet Monastery on Heroic Difficulty.",Pandaria Dungeon,,10,https://icons.wowdb.com/retail/medium/spell_burningsoul.jpg?41793
And Stay Dead!,"Allow High Inquisitor Whitemane to cast Mass Resurrection, defeat all revived Scarlet Judicators, and then defeat Whitemane in Scarlet Monastery on...",Pandaria Dungeon,,10,https://icons.wowdb.com/retail/medium/spell_holy_resurrection.jpg?41793
Yaungolian Barbecue,Complete the Brewmoon Festival scenario without any Bataari invaders setting the village on fire.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/inv_misc_food_68.jpg?41793
Binan Village All-Star,Personally use each of the Brewmoon Festival defenses.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/inv_misc_bomb_05.jpg?41793
Glory of the Pandaria Raider,Complete the Pandaria raid achievements listed below.,Dungeons & Raids,,25,https://icons.wowdb.com/retail/medium/inv_helmet_189.jpg?41793
Who's Got Two Green Thumbs?,Win the Tsulong encounter while keeping the Enchanted Plant alive.,Pandaria Raid,,10,https://icons.wowdb.com/retail/medium/trade_herbalism.jpg?41793
Candle in the Wind,Defeat Blade Lord Ta'yak while all four braziers are lit in Heart of Fear on Normal or Heroic difficulty.,Pandaria Raid,,10,https://icons.wowdb.com/retail/medium/trade_archaeology_candlestub.jpg?41793
Overzealous,Defeat Imperial Vizier Zor'lok while every member of the raid is afflicted with the Zealous Parasite debuff.,Pandaria Raid,,10,https://icons.wowdb.com/retail/medium/inv_misc_archaeology_amburfly.jpg?41793
Cataclysmic Gladiator,Achieved Cataclysmic Gladiator title.,Player vs. Player,,,https://icons.wowdb.com/retail/medium/achievement_featsofstrength_gladiator_10.jpg?41793
Hero of the Alliance: Cataclysmic,End PvP season 11 in the top .5% of the rated battleground ladder.,Player vs. Player,alliance,,https://icons.wowdb.com/retail/medium/achievement_pvp_a_a.jpg?41793
Hero of the Horde: Cataclysmic,End PvP season 11 in the top .5% of the rated battleground ladder.,Player vs. Player,horde,,https://icons.wowdb.com/retail/medium/achievement_pvp_h_h.jpg?41793
Hero of the Horde,End a PvP season in the top 0.5% of the rated battleground ladder (requires 50 games won in the current season).,Rated Battleground,horde,10,https://icons.wowdb.com/retail/medium/achievement_pvp_h_h.jpg?41793
Hero of the Alliance,End a PvP season in the top 0.5% of the rated battleground ladder (requires 50 games won in the current season).,Rated Battleground,alliance,10,https://icons.wowdb.com/retail/medium/achievement_pvp_a_a.jpg?41793
Queuing Spree,Complete 100 scenarios.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/spell_misc_emotionsad.jpg?41793
Mantid Swarm,Defeat Raigonn without killing any of the Mantid reinforcements.,Pandaria Dungeon,,10,https://icons.wowdb.com/retail/medium/spell_nature_insectswarm.jpg?41793
Empowered Spiritualist,"Defeat Thalnos the Soulrender while three Empowered Zombies are alive, in Scarlet Monastery on Heroic Difficulty.",Pandaria Dungeon,,10,https://icons.wowdb.com/retail/medium/spell_shadow_soulleech_3.jpg?41793
Four Square,Hold all four Orbs of Power at least once in a single Temple of Kotmogu battle.,Temple of Kotmogu,,10,https://icons.wowdb.com/retail/medium/achievement_battleground_templeofkotmogu.jpg?41793
Powerball,Hold an Orb of Power in the center of the Temple of Kotmogu for 90 seconds.,Temple of Kotmogu,,10,https://icons.wowdb.com/retail/medium/ability_rogue_fleetfooted.jpg?41793
Ahead of the Curve: Will of the Emperor,"Defeat the Will of the Emperor in Mogu'shan Vaults on Normal difficulty, before the release of patch 5.2.",Raids,,,https://icons.wowdb.com/retail/medium/achievement_moguraid_06.jpg?41793
Explore Valley of the Four Winds,"Explore Valley of the Four Winds, revealing the covered areas of the world map.",Pandaria,,10,https://icons.wowdb.com/retail/medium/achievement_zone_valleyoffourwinds.jpg?41793
Blackout,Kill 100 enemies that are holding an Orb of Power.,Temple of Kotmogu,,10,https://icons.wowdb.com/retail/medium/ability_monk_blackoutkick.jpg?41793
I've Got the Power,Win Temple of Kotmogu while controlling all 4 Orbs of Power.,Temple of Kotmogu,,10,https://icons.wowdb.com/retail/medium/achievement_bg_abshutout.jpg?41793
What is Best in Life?,"Earn 8,000 Victory Points for your team in Temple of Kotmogu.",Temple of Kotmogu,,10,https://icons.wowdb.com/retail/medium/achievement_bg_kill_flag_carrier.jpg?41793
Can't Stop Won't Stop,Kill 100 enemies while holding an Orb of Power.,Temple of Kotmogu,,10,https://icons.wowdb.com/retail/medium/ability_warrior_intensifyrage.jpg?41793
Pandaria Explorer,Explore the regions of Pandaria.,Exploration,,25,https://icons.wowdb.com/retail/medium/expansionicon_mistsofpandaria.jpg?41793
Explore Krasarang Wilds,"Explore Krasarang Wilds, revealing the covered areas of the world map.",Pandaria,,10,https://icons.wowdb.com/retail/medium/achievement_zone_krasarangwilds.jpg?41793
Explore Kun-Lai Summit,"Explore Kun-Lai Summit, revealing the covered areas of the world map.",Pandaria,,10,https://icons.wowdb.com/retail/medium/achievement_zone_kunlaisummit.jpg?41793
Explore Townlong Steppes,"Explore Townlong Steppes, revealing the covered areas of the world map.",Pandaria,,10,https://icons.wowdb.com/retail/medium/achievement_zone_townlongsteppes.jpg?41793
Explore Dread Wastes,"Explore Dread Wastes, revealing the covered areas of the world map.",Pandaria,,10,https://icons.wowdb.com/retail/medium/achievement_zone_dreadwastes.jpg?41793
Explore Vale of Eternal Blossoms,"Explore the Vale of Eternal Blossoms, revealing the covered areas of the world map.",Pandaria,,10,https://icons.wowdb.com/retail/medium/achievement_zone_valeofeternalblossoms.jpg?41793
Temple of Kotmogu All-Star,Hold four Orbs of Power and kill four enemies who are holding an Orb of Power in a single Temple of Kotmogu match.,Temple of Kotmogu,,10,https://icons.wowdb.com/retail/medium/ability_wintergrasp_rank1.jpg?41793
Master of Temple of Kotmogu,Complete the Temple of Kotmogu achievements listed below.,Temple of Kotmogu,,10,https://icons.wowdb.com/retail/medium/achievement_battleground_templeofkotmogu.jpg?41793
The Long Riders,Escort a mine cart from its spawn to a depot and capture it without losing control.,Silvershard Mines,,10,https://icons.wowdb.com/retail/medium/ability_mount_ridinghorse.jpg?41793
Mine Cart Courier,Capture a mine cart using each of the 5 sets of tracks in a single Silvershard Mines match.,Silvershard Mines,,10,https://icons.wowdb.com/retail/medium/inv_misc_gem_diamond_07.jpg?41793
"Sorry, Were You Looking for This?",Successfully activate the Ancient Mogu Artifact during the Gara'jal the Spiritbinder encounter in Mogu'shan Vaults on Normal or Heroic difficulty.,Pandaria Raid,,10,https://icons.wowdb.com/retail/medium/trade_archaeology_silverscrollcase.jpg?41793
End of the Line,"Seize control of a mine cart that is controlled by the opposing team within 20 yards of the depot, and then capture it.",Silvershard Mines,,10,https://icons.wowdb.com/retail/medium/achievement_bg_winav_bothmines.jpg?41793
Mine Mine Mine!,Kill 250 enemies while you are defending a mine cart.,Silvershard Mines,,10,https://icons.wowdb.com/retail/medium/inv_pick_02.jpg?41793
Five for Five,Capture five mine carts in a single Silvershard Mines battle without dying.,Silvershard Mines,,10,https://icons.wowdb.com/retail/medium/achievement_bg_getxflags_no_die.jpg?41793
My Diamonds and Your Rust,Win a Silvershard Mines battle without letting the enemy team capture a mine cart.,Silvershard Mines,,10,https://icons.wowdb.com/retail/medium/trade_archaeology_rustedsteakknife.jpg?41793
Escort Service,Capture 100 mine carts in Silvershard Mines.,Silvershard Mines,,10,https://icons.wowdb.com/retail/medium/inv_crate_07.jpg?41793
Greed is Good,Gain both the Berserking and Restoration buffs at the same time in Silvershard Mines.,Silvershard Mines,,10,https://icons.wowdb.com/retail/medium/ability_racial_packhobgoblin.jpg?41793
Master of Silvershard Mines,Complete the Silvershard Mines achievements listed below.,Silvershard Mines,,10,https://icons.wowdb.com/retail/medium/achievement_battleground_silvershardmines.jpg?41793
Legend of the Brewfathers,Discover each of the three Brewfather Shrines in Pandaria.,Pandaria,,10,https://icons.wowdb.com/retail/medium/inv_cask_03.jpg?41793
Spill No Evil,Complete Stage 2 of Unga Ingoo without any brew being stolen from the cauldron.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/achievement_brewery_2.jpg?41793
The Keg Runner,Complete Stage 2 of Unga Ingoo in less than four minutes.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/inv_cask_02.jpg?41793
Monkey in the Middle,Defeat Captain Ook without him getting an orange.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/inv_misc_food_41.jpg?41793
"Monkey See, Monkey Kill",Defeat all bosses of Unga Ingoo.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/ability_hunter_aspectofthemonkey.jpg?41793
Unga Ingoo,Defeat Captain Ook in Unga Ingoo.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/inv_misc_hook_01.jpg?41793
A Brewing Storm,Defeat Borokhula the Destroyer in A Brewing Storm.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/ability_hunter_pet_devilsaur.jpg?41793
Don't Shake the Keg,Defeat Borokhula the Destroyer in A Brewing Storm without getting hit by his Swamp Smash.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/ability_smash.jpg?41793
Party of Six,Finish A Brewing Storm with all six Thunderpaw Guardians still alive.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/pandarenracial_innerpeace.jpg?41793
The Perfect Pour,Brew the Boomer Brew without anyone in your party being hit by lightning during A Brewing Storm.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/spell_nature_lightningoverload.jpg?41793
Greenstone Village,Defeat Vengeful Hui in the Greenstone Village scenario.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/inv_misc_gem_stone_01.jpg?41793
Save it for Later,Complete the Greenstone Village scenario without using any Volatile Greenstone Brew.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/inv_drink_32_disgustingrotgut.jpg?41793
Perfect Delivery,Return six stolen kegs without any being damaged in the Greenstone Village scenario.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/inv_cask_03.jpg?41793
The Temple of Kotmogu,Defeat General Zhun in the Temple of Kotmogu scenario.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/achievement_battleground_templeofkotmogu.jpg?41793
Stay Off the Grass,Don't aggro any Zhun'ji Maulers or Ancestral Horrors in the Temple of Kotmogu scenario.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/inv_misc_herb_05.jpg?41793
For Display Only,Defeat General Zhu without using any of the artifact orbs in the Temple of Kotmogu scenario.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/creatureportrait_be_scryingorb_epic.jpg?41793
Arena of Annihilation,Complete the Arena of Annihilation scenario.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/achievement_arena_3v3_1.jpg?41793
In the Eye of the Tiger,"Defeat all final bosses - Cloudbender Kobo, Maki Waterblade, and Satay Byu - in the Arena of Annihilation scenario.",Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/ability_monk_summontigerstatue.jpg?41793
Beat the Heat,Defeat Little Liuyang without anyone taking damage from a Flame Wall in the Arena of Annihilation scenario.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/inv_elemental_mote_fire01.jpg?41793
Learning from the Best,Become best friends with Nat Pagle.,Fishing,,10,https://icons.wowdb.com/retail/medium/inv_helmet_50.jpg?41793
It's a Trap!,Step on a floor trap in the Crypt of Forgotten Kings scenario.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/spell_nature_lightningoverload.jpg?41793
Fancy Footwork,Defeat the Abomination of Anger in the Crypt of Forgotten Kings scenario without anyone taking damage from the red clouds.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/ability_rogue_sprint.jpg?41793
Lost and Found,Find one of the lost treasures hidden throughout Pandaria.,Pandaria,,10,https://icons.wowdb.com/retail/medium/inv_misc_ornatebox.jpg?41793
Finders Keepers,Find 5 of the lost treasures hidden throughout Pandaria.,Pandaria,,10,https://icons.wowdb.com/retail/medium/inv_misc_ornatebox.jpg?41793
One Man's Trash...,Find 10 of the lost treasures hidden throughout Pandaria.,Pandaria,,10,https://icons.wowdb.com/retail/medium/inv_misc_ornatebox.jpg?41793
Is Another Man's Treasure,Find 20 of the lost treasures hidden throughout Pandaria.,Pandaria,,10,https://icons.wowdb.com/retail/medium/inv_misc_ornatebox.jpg?41793
Every Day I'm Pand-a-ren,Complete 25 daily quests in Pandaria in a single daily reset period.,Pandaria,,10,https://icons.wowdb.com/retail/medium/pandarenracial_innerpeace.jpg?41793
Finish Them!,Defeat the following opponents at the Temple of the White Tiger.,Pandaria,,10,https://icons.wowdb.com/retail/medium/ability_monk_summontigerstatue.jpg?41793
Champion of Chi-Ji,Defeat every challenger at the Cradle of Chi-Ji.,Pandaria,,10,https://icons.wowdb.com/retail/medium/ability_mount_cranemount.jpg?41793
Yak Attack,Kill 15 Sra'thik attackers at the Niuzao Temple within 5 seconds.,Pandaria,,10,https://icons.wowdb.com/retail/medium/ability_mount_yakmount.jpg?41793
Shadow Hopper,Bounce a ball with a hatchling 25 times in a row without dropping it.,Pandaria,,10,https://icons.wowdb.com/retail/medium/inv_pandarenserpentpet.jpg?41793
How To Strain Your Dragon,Finish first in the Sky Race.,Pandaria,,10,https://icons.wowdb.com/retail/medium/ability_monk_summonserpentstatue.jpg?41793
In a Trail of Smoke,Finish the Sky Race with 10 stacks of the Fleet Winds buff.,Pandaria,,10,https://icons.wowdb.com/retail/medium/achievement_jadeserpent.jpg?41793
Green Acres,Successfully harvest your first crop.,Pandaria,,10,https://icons.wowdb.com/retail/medium/inv_misc_herb_01.jpg?41793
Till the Break of Dawn,Successfully harvest 100 crops.,Pandaria,,10,https://icons.wowdb.com/retail/medium/inv_misc_herb_02.jpg?41793
A Taste of Things to Come,Successfully harvest your first special crop.,Pandaria,,10,https://icons.wowdb.com/retail/medium/inv_misc_herb_goldenlotus.jpg?41793
Listen to the Drunk Fish,Harvest each of the following vegetables on a high-forecast day.,Pandaria,,10,https://icons.wowdb.com/retail/medium/inv_misc_herb_whiptail.jpg?41793
Ain't Lost No More,Return Old Man Thistle's lost treasure.,Pandaria,,10,https://icons.wowdb.com/retail/medium/inv_misc_ornatebox.jpg?41793
Proven Strength,Earn the company of each of the following Shado-Pan heroes at the Shado-Pan Garrison.,Pandaria,,10,https://icons.wowdb.com/retail/medium/achievement_guildperk_everyones_a_hero_rank2.jpg?41793
Getting Around with the Shado-Pan,Complete 15 Shado-Pan daily quests with each of the following Shado-Pan heroes.,Pandaria,,10,https://icons.wowdb.com/retail/medium/achievement_shadowpan_hideout_1.jpg?41793
Loner and a Rebel,Complete each set of the Shado-Pan daily quests without a Shado-Pan companion or leaving Townlong Steppes.,Pandaria,,10,https://icons.wowdb.com/retail/medium/achievement_guildperk_everyones_a_hero.jpg?41793
Master of the Grill,Obtain 75 skill points in the Way of the Grill.,Cooking,,10,https://icons.wowdb.com/retail/medium/inv_misc_food_15.jpg?41793
Master of the Wok,Obtain 75 skill points in the Way of the Wok.,Cooking,,10,https://icons.wowdb.com/retail/medium/inv_misc_food_15.jpg?41793
Master of the Pot,Obtain 75 skill points in the Way of the Pot.,Cooking,,10,https://icons.wowdb.com/retail/medium/inv_misc_food_15.jpg?41793
Master of the Steamer,Obtain 75 skill points in the Way of the Steamer.,Cooking,,10,https://icons.wowdb.com/retail/medium/inv_misc_food_15.jpg?41793
Master of the Oven,Obtain 75 skill points in the Way of the Oven.,Cooking,,10,https://icons.wowdb.com/retail/medium/inv_misc_food_15.jpg?41793
Master of the Brew,Obtain 75 skill points in the Way of the Brew.,Cooking,,10,https://icons.wowdb.com/retail/medium/inv_misc_food_15.jpg?41793
Master of Pandaren Cooking,Obtain 75 skill points in all six Ways of Pandaren cooking.,Cooking,,10,https://icons.wowdb.com/retail/medium/inv_misc_food_15.jpg?41793
Silent Assassin,Complete a full set of Shado-Pan Wu Kao daily quests while only killing the exact number of mantid required.,Pandaria,,10,https://icons.wowdb.com/retail/medium/ability_rogue_masterofsubtlety.jpg?41793
Know Your Role,Complete each of the Shado-Pan Blackguard daily quests without taking any damage from monsters.,Pandaria,,10,https://icons.wowdb.com/retail/medium/inv_shield_panstart_a_01.jpg?41793
Fire in the Yaung-hole!,Kill 15 or more Gai-Cho combatants with a single Highly Explosive Oil Barrel.,Pandaria,,10,https://icons.wowdb.com/retail/medium/inv_cask_03.jpg?41793
Defender of Gods,"Complete the Shado-Pan finale, ""Surprise Attack!""",Pandaria,,10,https://icons.wowdb.com/retail/medium/inv_inscription_trinket_ox.jpg?41793
Amber is the Color of My Energy,Recover the following Klaxxi Paragons.,Pandaria,,10,https://icons.wowdb.com/retail/medium/achievement_raid_mantidraid06.jpg?41793
Stay Klaxxi,Complete 5 Klaxxi daily quests with each of the following buffs.,Pandaria,,10,https://icons.wowdb.com/retail/medium/achievement_raid_mantidraid03.jpg?41793
Test Drive,Grow a Kunchong to full size and take it on a rampage.,Pandaria,,10,https://icons.wowdb.com/retail/medium/achievement_raid_mantidraid05.jpg?41793
Eternally in the Vale,Complete the following milestones with the Golden Lotus.,Legacy,,,https://icons.wowdb.com/retail/medium/achievement_zone_valeofeternalblossoms_loremaster.jpg?41793
Over Their Heads,"Bomb the following targets during the daily quest, ""Dark Skies.""",Pandaria,,10,https://icons.wowdb.com/retail/medium/ability_mount_hordescorpionamber.jpg?41793
One Many Army,Defeat the following powerful enemies within the Vale of Eternal Blossoms.,Pandaria,,10,https://icons.wowdb.com/retail/medium/achievement_moguraid_04.jpg?41793
A Taste of History,Find a Guo-Lai Vault Key and open an Ancient Guo-Lai Cache.,Pandaria,,10,https://icons.wowdb.com/retail/medium/inv_misc_key_15.jpg?41793
Ready for Raiding III,Complete the following Survival Ring challenges without taking any damage.,Pandaria,,10,https://icons.wowdb.com/retail/medium/ability_hunter_posthaste.jpg?41793
